title,city,address,phone,textTranslated,publishedAtDate
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2026-05-06T16:56:46.586Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,"Je n'ai jamais vu un établissement aussi mal noté de ma vie ! Je pensais qu'il était mal situé, fermé, ou quelque chose du genre, mais il s'avère que tous les avis sont unanimes : il ne mérite qu'une étoile et demie ! C'est vraiment incroyable. Être le meilleur pour être mauvais, c'est un exploit. Bravo !",2026-04-23T08:09:27.271Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2026-03-10T15:50:30.270Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,très mauvais traitement,2026-02-20T21:40:31.283Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2026-02-05T12:41:28.236Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,"Je suis client de CIH depuis des années et c'est sans conteste la pire agence de Marrakech. Ils ne sont jamais à l'heure : on attend patiemment, sans savoir qu'ils vont s'occuper de tout. La pause déjeuner dure environ trois heures, le système plante ou est hors service, et on vous dit de partir et de revenir plus tard, vous laissant là, complètement désemparé. Le distributeur automatique a planté et a avalé ma carte ; il m'a fallu trois jours pour la récupérer, pour une opération qui a duré 30 secondes. Je vais déposer une réclamation officielle auprès de la direction de CIH par écrit, car je constate que ces commentaires n'ont rien changé.",2026-02-05T08:28:34.335Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2026-01-27T11:51:19.535Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-11-24T16:19:28.071Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-11-18T13:29:58.212Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,"Ma voiture a bloqué mchit tma
Responsable Simana Majash, Kraht avait la banque Ghanbdlha",2025-11-07T08:40:53.414Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-10-03T07:30:41.733Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-08-17T20:08:01.461Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-08-06T06:13:45.626Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-07-09T13:19:10.990Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-07-02T09:18:47.395Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-06-12T08:46:49.684Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-06-11T13:37:32.736Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-05-22T19:16:10.519Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,,2025-03-27T10:56:32.669Z
CIH banque,Marrakech,"Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000, Maroc",+212522479479,"D'après mon expérience personnelle, je vous conseille de chercher ailleurs !

Je voulais virer un chèque sur mon compte, mais impossible. On m'a dit que le scanner était en panne. Or, ça fait cinq jours et je n'ai toujours pas reçu l'argent.

Alors, si vous voulez gagner du temps, surtout, ne faites pas affaire avec eux !

Ils ne méritent pas votre attention. Je ne suis ni un escroc ni une arnaqueuse.

Maintenant, je dois attendre des jours pour ouvrir un compte dans une autre banque. J'espère que ce sera mieux !

Je publierai ce commentaire directement sur votre site web et vos réseaux sociaux ! Alors, la prochaine fois, ne faites pas perdre leur temps aux gens !

J'en ai marre d'attendre !",2025-03-04T16:06:45.552Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-07-20T13:13:33.532Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-07-19T18:30:17.853Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-07-13T22:36:14.060Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,"Service déplorable ! Quinze jours se sont écoulés depuis l’ouverture de mon compte bancaire. On m’a dit de revenir pour récupérer ma carte, mais à chaque fois, on me dit qu’elle n’est toujours pas prête ! (Alors qu’on m’a dit de revenir une semaine plus tard, ça fait quinze jours !)",2026-07-13T10:53:12.016Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-06-26T13:09:52.129Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,"Système Wa dima tay7 w les services KO
Banque A3yan 0",2026-06-03T14:22:50.521Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,"Bonjour, est-ce l'agence près de la préfecture ?

Est-ce là qu'ils ont transféré les nouveaux comptes de la Future Agency ?",2026-03-27T20:07:58.232Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-03-26T14:14:15.563Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-03-13T16:18:10.687Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-01-30T13:15:27.149Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2026-01-13T13:31:51.563Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-11-21T09:15:01.737Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-10-16T12:01:28.785Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-08-22T08:22:17.727Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,"Le distributeur automatique est toujours vide, et à chaque fois que j'essaie d'y accéder, le vigile se prend pour le patron de la banque et me dit que tous les employés sont débordés.",2025-08-20T13:02:56.326Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,Service client déplorable,2025-06-20T23:47:59.864Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-05-15T09:59:50.114Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-04-03T13:58:23.919Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2025-03-24T09:24:11.297Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-12-25T21:40:58.736Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-09-18T11:48:02.686Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-07-16T10:48:51.978Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,Ils ont toujours un système spécial,2024-06-04T09:23:37.360Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-04-19T14:50:46.086Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-03-19T16:59:57.743Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2024-02-13T11:45:48.001Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2023-09-27T14:24:03.494Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2023-07-11T20:21:00.422Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,"L'une des pires banques avec lesquelles j'ai jamais eu affaire. J'ai déposé deux réclamations concernant le même problème et j'attends en vain depuis deux mois : mon problème n'est toujours pas résolu ! Ils ne me contactent jamais pour avoir des nouvelles et ne répondent jamais au téléphone. Je ne sais pas s'ils ont un centre d'appels, car il n'y a pas de serveur vocal interactif : le téléphone sonne dans le vide puis raccroche. Leur service client est incompétent et les services bancaires en ligne sont très basiques. Je déconseille fortement cette banque. La pire du pire !",2023-07-10T12:06:58.608Z
CIH Bank,Casablanca,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000, Maroc",+212522479479,,2023-06-27T13:49:30.396Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,Problème technique temporaire récurrent avec CIH Mobile. Impossible d'effectuer ou de recevoir des transferts !,2026-07-12T19:58:15.909Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2026-06-09T14:53:11.305Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2026-04-01T10:21:55.893Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2026-01-17T08:12:02.777Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,"C'est l'une des plus grandes banques,🤑",2025-12-04T20:26:11.607Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2025-10-24T12:32:54.388Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2025-09-08T09:57:18.440Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2025-08-22T08:55:42.657Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2025-07-17T11:14:12.784Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2025-06-28T12:08:34.849Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2024-05-16T13:43:16.870Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,"J'ai un compte depuis plus de 5 ans. Je n'y ai ni carte de crédit ni aucun autre service. J'ai déménagé et lorsque l'agence de ma ville les a contactés pour changer mon numéro de compte, ils ont refusé et exigé ma présence. Je n'ai bénéficié d'aucun service de cette banque et, légalement, ce compte devrait être clôturé puisqu'il y a plus de 6 ans.",2023-08-23T13:54:54.607Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2023-03-31T14:03:37.969Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2023-02-26T10:54:17.211Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,Mauvais service,2023-02-23T15:03:56.658Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2022-08-10T13:30:46.222Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,Les employés ici sont exécrables et n'ont aucun sens du service client. Le vigile est la seule personne correcte de l'agence. Je plains ces gens-là… ils sont en colère contre leur sort.,2022-03-10T15:40:48.964Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2022-01-25T21:59:28.097Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2022-01-05T10:52:13.840Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2021-11-26T17:04:14.711Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2021-10-20T10:46:18.864Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,"La pire expérience de ma vie.

Le personnel est extrêmement désagréable et absolument pas serviable. Le système est constamment hors service et l'agence ne répond jamais au téléphone, la ligne est toujours coupée. De plus, Sonia Rabii traite très mal ses clients ; elle est toujours en congés et ne répond ni au téléphone ni aux courriels. Je ne comprends pas pourquoi personne n'intervient…",2021-05-18T13:08:43.635Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,"Service déplorable

J'ai été très mal reçu(e) à la réception",2021-03-26T14:34:42.110Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2021-03-22T14:17:03.821Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-11-11T18:30:53.904Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-10-09T14:25:58.176Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-09-30T08:42:43.090Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-09-28T10:35:53.552Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-08-19T09:18:32.969Z
"CIH Bank, Agence Place du Marché, Casablanca.",Casablanca,"Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000, Maroc",+212522479479,,2020-01-13T12:22:59.016Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-07-11T17:39:14.433Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-06-23T13:31:10.205Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-05-08T20:57:55.979Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-03-28T09:24:46.305Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-03-19T12:19:16.404Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2026-01-07T14:24:56.810Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2025-12-19T13:23:56.357Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,📌 Mon problème avec l'ajout d'un bénéficiaire 🙍,2025-11-15T18:41:37.297Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2025-08-06T14:18:46.765Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2025-06-06T13:20:46.821Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2025-04-09T13:05:35.454Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2025-02-18T17:40:28.988Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2024-06-12T09:24:50.233Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2024-05-14T13:44:35.584Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2024-03-10T15:48:47.385Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,Mauvais service,2024-02-23T16:55:22.168Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-10-04T11:46:21.079Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-09-14T22:53:55.047Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-09-13T17:19:57.960Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-07-14T17:42:28.287Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-06-22T14:59:08.116Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-05-17T13:28:50.217Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-05-10T12:58:38.728Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2023-01-16T18:01:48.608Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2022-12-14T13:33:03.446Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,La pire banque du monde,2022-12-11T23:14:22.777Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2022-10-03T14:47:28.020Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2022-06-02T13:00:05.998Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2022-05-30T14:17:33.819Z
CIH BANK,Casablanca,"Al Bousstan II, Casablanca 20250, Maroc",+212522479479,,2022-03-18T08:47:28.330Z
CIH Bank,Safi,"7QMF+CP3, Safi, Maroc",+212522479479,,2024-09-22T07:52:49.134Z
CIH Bank,Safi,"7QMF+CP3, Safi, Maroc",+212522479479,,2024-09-13T20:24:58.998Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Service déplorable et distributeur automatique de billets parfois défaillant.,2026-07-26T01:09:12.536Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,"Expérience très décevante. Les distributeurs automatiques et les terminaux de paiement sont fréquemment hors service ou dysfonctionnels, ce qui rend même les transactions les plus simples pénibles. La direction et le personnel de l'agence se sont montrés peu serviables et peu professionnels lorsque j'ai eu besoin d'aide. Le service client laisse à désirer. J'espère que la banque remédiera rapidement à ces problèmes.",2026-07-26T01:07:49.134Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,"Ces gars-là, que Dieu les bénisse, se chargeront de tout pour vous, contrairement à certaines personnes qui refusent de traiter avec vous si elles n'en tirent aucun profit.",2026-06-26T09:40:29.205Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2026-05-19T13:59:35.748Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Un système de transfert automatique devrait être disponible pour les transferts d'argent rapides.,2026-04-03T07:40:25.617Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Le service est très lent et vous risquez d'attendre toute la journée. Je ne le recommande pas.,2026-02-16T12:10:29.297Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2026-01-05T14:30:52.934Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2025-11-15T12:27:34.339Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,"Sans emploi la plupart du temps, distributeur automatique de billets rarement fonctionnel.",2025-01-14T09:28:11.682Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2024-09-02T07:33:08.701Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2024-05-04T08:16:31.141Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,"Le service de cette banque est généralement déplorable. Par exemple, chaque fois que je vais à un distributeur automatique, il est soit vide, soit hors service. Ensuite, lorsque je vais à un autre distributeur, plus éloigné, il présente le même problème, voire un problème différent. Finalement, je suis obligé d'utiliser le distributeur d'une autre banque.

Et lorsque je dépose une réclamation par téléphone, on ne me donne pas de numéro de dossier. Pour moi, c'est un mépris flagrant du client et un manque total de considération. Si Dieu le veut, je changerai de banque prochainement. J'en ai assez.",2024-04-29T11:30:22.192Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2023-10-14T16:40:33.527Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2023-08-17T13:43:37.402Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2023-08-12T13:19:31.212Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2023-06-10T15:24:28.657Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Pour des raisons inconnues,2022-04-12T10:26:39.005Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2022-03-10T20:08:33.717Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Diyima est un système familier,2021-09-01T11:53:32.261Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2020-01-14T10:05:06.018Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,Bon service,2019-07-18T22:24:24.891Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2019-07-16T13:13:09.137Z
CIH Bank,Casablanca,"Bd Mohamed VI، Rue Florac, Casablanca 20000, Maroc",+212522479479,,2018-06-02T15:06:14.343Z
